"YEAR","BFISH","PSU","STRATA_2020","APRU","ETCA","ETCO","HYQU","PRFI","PRSI","PRZO"
2019,"BFISH_2019_F",17698,"S24",0,0,15.6417248624271,0,0,0,0
2019,"BFISH_2019_F",17704,"S20",0,0,0,0,0,0,0
2019,"BFISH_2019_F",18104,"S01",0,0,0,0,0,0,0
2019,"BFISH_2019_F",18470,"S11",0,0,0,0,49.6064189495677,0,0
2019,"BFISH_2019_F",18547,"S07",0,0,0,0,7.89402163322537,0,0
2019,"BFISH_2019_F",18577,"S20",0,0,0,0,0,0,0
2019,"BFISH_2019_F",19114,"S20",0,0,0,0,0,0,0
2019,"BFISH_2019_F",19418,"S10",0,0,0,0,0,0,0
2019,"BFISH_2019_F",19465,"S15",0,6.74579711885999,0,0,0,0,0
2019,"BFISH_2019_F",19917,"S07",0,0,0,0,0,0,0
2019,"BFISH_2019_F",20067,"S01",0,0,0,0,0,0,0
2019,"BFISH_2019_F",20391,"S07",0,0,0,0,0,0,0
2019,"BFISH_2019_F",20540,"S02",0,0,0,0,0,0,0
2019,"BFISH_2019_F",20796,"S20",0,0,0,0,0,0,0
2019,"BFISH_2019_F",20929,"S05",0,0,0,0,9.87952747619516,0,0
2019,"BFISH_2019_F",21092,"S07",0,0,0,0,0,0,0
2019,"BFISH_2019_F",21569,"S01",0,0,0,0,0,0,0
2019,"BFISH_2019_F",21605,"S13",0,0,0,0,0,0,0
2019,"BFISH_2019_F",21772,"S10",0,0,0,0,8.70520677767652,0,0
2019,"BFISH_2019_F",22275,"S17",0,0,0,0,0,0,0
2019,"BFISH_2019_F",22314,"S01",0,0,0,0,0,0,0
2019,"BFISH_2019_F",22438,"S07",0,0,0,0,0,0,0
2019,"BFISH_2019_F",22529,"S17",0,4.41449660548346,0,0,0,0,0
2019,"BFISH_2019_F",22949,"S24",0,0,0,0,0,0,0
2019,"BFISH_2019_F",23157,"S01",0,0,0,0,0,0,0
2019,"BFISH_2019_F",23341,"S01",0,0,0,0,0,0,0
2019,"BFISH_2019_F",23412,"S09",0,0,0,0,13.8960467473594,0,0
2019,"BFISH_2019_F",23536,"S17",0,0,0,0,0,0,0
2019,"BFISH_2019_F",23540,"S17",0,0,0,0,0,0,0
2019,"BFISH_2019_F",23600,"S01",0,0,0,0,0,0,0
2019,"BFISH_2019_F",23613,"S17",0,0,0,0,0,0,0
2019,"BFISH_2019_F",23729,"S20",0,0,0,0,0,0,0
2019,"BFISH_2019_F",23796,"S10",0,0,0,0,0,0,0
2019,"BFISH_2019_F",23797,"S20",0,0,0,0,0,0,0
2019,"BFISH_2019_F",23799,"S17",0,0,0,0,0,0,0
2019,"BFISH_2019_F",23977,"S14",0,0,0,0,0,0,0
2019,"BFISH_2019_F",24055,"S01",0,0,0,0,0,0,0
2019,"BFISH_2019_F",24096,"S22",0,3.90457891308615,24.1386259971969,0,0,0,0
2019,"BFISH_2019_F",24116,"S01",0,0,0,0,0,0,0
2019,"BFISH_2019_F",24328,"S01",0,0,0,0,0,0,0
2019,"BFISH_2019_F",24333,"S08",0,0,0,0,8.48133842038533,0,0
2019,"BFISH_2019_F",24531,"S20",0,0,0,0,0,0,0
2019,"BFISH_2019_F",24620,"S15",0,0,0,0,0,0,0
2019,"BFISH_2019_F",24690,"S05",0,0,0,0,0,0,0
2019,"BFISH_2019_F",24732,"S01",0,0,0,0,0,0,0
2019,"BFISH_2019_F",24947,"S16",0,0,0,0,0,0,0
2019,"BFISH_2019_F",24979,"S13",0,0,0,0,0,0,0
2019,"BFISH_2019_F",25197,"S22",0,18.6336957430619,26.2279004752423,0,0,4.65905433136493,1.1584668497337
