"BFISH","MISSION_ID","DROP_CD","VIDEO_FRAME","TIME_FROM_TOUCHDOWN_MIN","SPECIES_CD","SCIENTIFIC_NAME","COMMON_NAME","MAXN","DATA_TYPE","SEQUENCE_NR","CREATE_DTM","CREATED_BY","LAST_MOD_DTM","LAST_MOD_BY"
"BFISH_2019_F","SE1906","20190916_202143",4884,0,"NONE","No Fish in Drop","NONE",NA,NA,"00000185",2020-05-14,NA,NA,NA
"BFISH_2019_F","SE1906","20190916_213652",12365,13.375,"DASY","Dasyatis sp.","Stingray sp.",NA,"Non-target","00000186",2020-05-14,NA,NA,NA
"BFISH_2019_F","SE1906","20190916_214449",5205,2.5986,"DASY","Dasyatis sp.","Stingray sp.",NA,"non-target","00000187",2020-05-14,NA,NA,NA
"BFISH_2019_F","SE1906","20190916_220334",5037,0.5389,"TRIG","Balistid sp.","Triggerfish sp.",NA,"non-target","00000188",2020-05-14,NA,NA,NA
"BFISH_2019_F","SE1906","20190916_220334",7664,4.1875,"SEDU","Seriola dumerili","KAHALA",NA,"non-target","00000189",2020-05-14,NA,NA,NA
"BFISH_2019_F","SE1906","20190916_220334",7898,4.5125,"SERI","Seriola rivoliana","Almaco jack",NA,"non-target","00000190",2020-05-14,NA,NA,NA
"BFISH_2019_F","SE1906","20190916_220334",9232,6.3653,"APVI","Aprion virescens","UKU",NA,"non-target","00000191",2020-05-14,NA,NA,NA
"BFISH_2019_F","SE1906","20190916_220334",12168,10.4431,"CASP","Caranx sp.","Jack sp.",NA,"non-target","00000192",2020-05-14,NA,NA,NA
"BFISH_2019_F","SE1906","20190916_220828",6013,0,"NONE","No Fish in Drop","NONE",NA,NA,"00000193",2020-05-14,NA,NA,NA
"BFISH_2019_F","SE1906","20190916_222136",4147,0.1319,"GROU","Serranid sp.","Grouper",NA,"non-target","00000194",2020-05-14,NA,NA,NA
"BFISH_2019_F","SE1906","20190916_222136",4291,0.3319,"NAMA","Naso maculatus","spotted unicornfish",NA,"non-target","00000195",2020-05-14,NA,NA,NA
"BFISH_2019_F","SE1906","20190916_222136",4362,0.4306,"SEDU","Seriola dumerili","KAHALA",NA,"non-target","00000196",2020-05-14,NA,NA,NA
"BFISH_2019_F","SE1906","20190916_222136",4545,0.6847,"PRFI","Pristipomoides filamentosus","Opakapaka",16,"MaxN","00000197",2020-05-14,NA,NA,NA
"BFISH_2019_F","SE1906","20190916_222136",5640,2.2056,"SERI","Seriola rivoliana","Almaco jack",NA,"non-target","00000198",2020-05-14,NA,2020-05-14 11:03:40,"BFISH"
"BFISH_2019_F","SE1906","20190916_222136",7786,5.1861,"PRSI","Pristipomoides sieboldii","Kalekale",16,"MaxN","00000199",2020-05-14,NA,NA,NA
"BFISH_2019_F","SE1906","20190916_222429",5641,0,"NONE","No Fish in Drop","NONE",NA,NA,"00000200",2020-05-14,NA,NA,NA
"BFISH_2019_F","SE1906","20190916_222916",4944,0.3903,"SEDU","Seriola dumerili","KAHALA",NA,"non-target","00000201",2020-05-14,NA,NA,NA
"BFISH_2019_F","SE1906","20190916_222916",4955,0.4056,"SERI","Seriola rivoliana","Almaco jack",NA,"non-target","00000202",2020-05-14,NA,NA,NA
"BFISH_2019_F","SE1906","20190916_222916",5097,0.6028,"RAFI","Randallichthys filamentosus","Randall's snapper",NA,"non-target","00000203",2020-05-14,NA,NA,NA
"BFISH_2019_F","SE1906","20190916_222916",8331,5.0944,"PRZO","Pristipomoides zonatus","Gindai",1,"MaxN","00000204",2020-05-14,NA,NA,NA
"BFISH_2019_F","SE1906","20190916_222916",10391,7.9556,"PRSI","Pristipomoides sieboldii","Kalekale",9,"MaxN","00000205",2020-05-14,NA,NA,NA
"BFISH_2019_F","SE1906","20190916_222916",12170,10.4264,"ETCA","Etelis carbunculus","Ehu",2,"MaxN","00000206",2020-05-14,NA,NA,NA
"BFISH_2019_F","SE1906","20190916_223927",11237,9.8208,"DASY","Dasyatis sp.","Stingray sp.",NA,"non-target","00000207",2020-05-14,NA,NA,NA
"BFISH_2019_F","SE1906","20190916_233950",4262,0,"DASY","Dasyatis sp.","Stingray sp.",NA,"non-target","00000208",2020-05-14,NA,NA,NA
"BFISH_2019_F","SE1906","20190916_233950",5149,1.2319,"SESP","Seriola sp.","Amberjack sp.",NA,"non-target","00000209",2020-05-14,NA,NA,NA
"BFISH_2019_F","SE1906","20190916_233950",6597,3.2431,"SERI","Seriola rivoliana","Almaco jack",NA,"non-target","00000210",2020-05-14,NA,NA,NA
"BFISH_2019_F","SE1906","20190916_233950",9088,6.7028,"SEDU","Seriola dumerili","KAHALA",NA,"non-target","00000211",2020-05-14,NA,NA,NA
"BFISH_2019_F","SE1906","20190916_234850",11838,10.9292,"SERI","Seriola rivoliana","Almaco jack",NA,"non-target","00000212",2020-05-14,NA,NA,NA
"BFISH_2019_F","SE1906","20190916_234850",12099,11.2917,"CASP","Carcharhinus sp.","Jack sp.",NA,"non-target","00000213",2020-05-14,NA,NA,NA
"BFISH_2019_F","SE1906","20190916_235438",6098,2.325,"TRIG","Balistid sp.","Triggerfish sp.",NA,"non-target","00000214",2020-05-14,NA,NA,NA
"BFISH_2019_F","SE1906","20190917_001351",4065,0.4056,"PERC","Perciformes","Fish",NA,"non-target","00000215",2020-05-14,NA,NA,NA
"BFISH_2019_F","SE1906","20190917_001351",12691,12.3861,"SERI","Seriola rivoliana","Almaco jack",NA,"non-target","00000216",2020-05-14,NA,NA,NA
"BFISH_2019_F","SE1906","20190917_002203",6736,0,"NONE","No Fish in Drop","NONE",NA,NA,"00000217",2020-05-14,NA,NA,NA
"BFISH_2019_F","SE1906","20190917_004040",6042,0,"NONE","No Fish in Drop","NONE",NA,NA,"00000218",2020-05-14,NA,NA,NA
"BFISH_2019_F","SE1906","20190917_182246",4465,2.1042,"APVI","Aprion virescens","UKU",NA,"non-target","00000219",2020-05-14,NA,NA,NA
"BFISH_2019_F","SE1906","20190917_182246",11523,11.9069,"CASP","Carcharhinus sp.","Jack sp.",NA,"non-target","00000220",2020-05-14,NA,NA,NA
"BFISH_2019_F","SE1906","20190917_183424",4458,0,"NONE","No Fish in Drop","NONE",NA,NA,"00000221",2020-05-14,NA,NA,NA
"BFISH_2019_F","SE1906","20190917_193147",8904,8.1528,"PERC","Perciformes","Fish",NA,"non-target","00000222",2020-05-14,NA,NA,NA
"BFISH_2019_F","SE1906","20190917_193147",13635,14.7236,"SEDU","Seriola dumerili","KAHALA",NA,"non-target","00000223",2020-05-14,NA,NA,NA
"BFISH_2019_F","SE1906","20190917_193555",11873,0.2056,"SEDU","Seriola dumerili","KAHALA",NA,"non-target","00000224",2020-05-14,NA,NA,NA
"BFISH_2019_F","SE1906","20190917_193555",18960,10.0486,"MUPF","Mulloidichthys pfluegeri","Orange goatfish",NA,"non-target","00000225",2020-05-14,NA,NA,NA
"BFISH_2019_F","SE1906","20190917_193555",19238,10.4347,"PRFI","Pristipomoides filamentosus","Opakapaka",3,"MaxN","00000226",2020-05-14,NA,NA,NA
"BFISH_2019_F","SE1906","20190917_193555",20311,11.925,"ACXA","Acanthurus xanthopterus","Yellowfin surgeonfish",NA,"non-target","00000227",2020-05-14,NA,NA,NA
"BFISH_2019_F","SE1906","20190917_193555",20331,11.9528,"SERI","Seriola rivoliana","Almaco jack",NA,"non-target","00000228",2020-05-14,NA,NA,NA
"BFISH_2019_F","SE1906","20190917_194747",9022,9.3931,"SERI","Seriola rivoliana","Almaco jack",NA,"non-target","00000229",2020-05-14,NA,NA,NA
"BFISH_2019_F","SE1906","20190917_200034",8644,0.1528,"SERI","Seriola rivoliana","Almaco jack",NA,"non-target","00000230",2020-05-14,NA,NA,NA
"BFISH_2019_F","SE1906","20190917_200034",8735,0.2792,"CAOR","Carangoides orthogrammus","Yellow spot topiu",NA,"non-target","00000231",2020-05-14,NA,NA,NA
"BFISH_2019_F","SE1906","20190917_200034",8836,0.4194,"CAME","Caranx melampygus","Bluefin trevally",NA,"non-target","00000232",2020-05-14,NA,NA,NA
"BFISH_2019_F","SE1906","20190917_200034",8878,0.4778,"MUPF","Mulloidichthys pfluegeri","Orange goatfish",NA,"non-target","00000233",2020-05-14,NA,NA,NA
"BFISH_2019_F","SE1906","20190917_200034",9373,1.1653,"CAIG","Caranx ignobilis","Giant trevally",NA,"non-target","00000234",2020-05-14,NA,NA,NA
"BFISH_2019_F","SE1906","20190917_200034",10248,2.3806,"PERC","Perciformes","Fish",NA,"non-target","00000235",2020-05-14,NA,NA,NA
"BFISH_2019_F","SE1906","20190917_200034",15697,9.9486,"NASP","Naso sp.","unicornfish sp.",NA,"non-target","00000236",2020-05-14,NA,NA,NA
"BFISH_2019_F","SE1906","20190917_200034",16260,10.7306,"ACXA","Acanthurus xanthopterus","Yellowfin surgeonfish",NA,"non-target","00000237",2020-05-14,NA,NA,NA
"BFISH_2019_F","SE1906","20190917_200034",18278,13.5333,"XACA","Xanthichthys caeruleolineatus","Bluelined triggerfish",NA,"non-target","00000238",2020-05-14,NA,NA,NA
"BFISH_2019_F","SE1906","20190917_200034",19299,14.9514,"PRFI","Pristipomoides filamentosus","Opakapaka",2,"MaxN","00000239",2020-05-14,NA,NA,NA
"BFISH_2019_F","SE1906","20190917_200650",2582,0.5819,"CAOR","Carangoides orthogrammus","Yellow spot topiu",NA,"non-target","00000240",2020-05-14,NA,NA,NA
"BFISH_2019_F","SE1906","20190917_200650",5929,5.2306,"APVI","Aprion virescens","UKU",NA,"non-target","00000241",2020-05-14,NA,NA,NA
"BFISH_2019_F","SE1906","20190917_200650",8239,8.4389,"TROB","Triaenodon obesus","Whitetip Reef Shark",NA,"non-target","00000242",2020-05-14,NA,NA,NA
"BFISH_2019_F","SE1906","20190917_201646",2237,0,"HEDI","Heniochus diphreutus","False moorish idol",NA,"non-target","00000243",2020-05-14,NA,NA,NA
"BFISH_2019_F","SE1906","20190917_201646",3193,1.3278,"SUFR","Sufflamen fraenatum","Bridled Triggerfish",NA,"non-target","00000244",2020-05-14,NA,NA,NA
"BFISH_2019_F","SE1906","20190917_201646",3295,1.4694,"APVI","Aprion virescens","UKU",NA,"non-target","00000245",2020-05-14,NA,NA,NA
"BFISH_2019_F","SE1906","20190917_201646",3491,1.7417,"APAR","Apolemichthys arcuatus","Banded angelfish",NA,"non-target","00000246",2020-05-14,NA,NA,NA
"BFISH_2019_F","SE1906","20190917_201646",4433,3.05,"CHTI","Chaetodon tinkeri","Hawaiian butterflyfish",NA,"non-target","00000247",2020-05-14,NA,NA,NA
"BFISH_2019_F","SE1906","20190917_201646",4629,3.3222,"JACK","Carangid","Jack sp.",NA,"non-target","00000248",2020-05-14,NA,NA,NA
"BFISH_2019_F","SE1906","20190917_201646",8146,8.2069,"XACA","Xanthichthys caeruleolineatus","Bluelined triggerfish",NA,"non-target","00000249",2020-05-14,NA,NA,NA
"BFISH_2019_F","SE1906","20190917_201646",12804,14.6764,"SEDU","Seriola dumerili","KAHALA",NA,"non-target","00000250",2020-05-14,NA,NA,NA
"BFISH_2019_F","SE1906","20190917_210227",7213,1.9903,"PERC","Perciformes","Fish",NA,"non-target","00000251",2020-05-14,NA,NA,NA
"BFISH_2019_F","SE1906","20190917_210227",8652,3.9889,"APVI","Aprion virescens","UKU",NA,"non-target","00000252",2020-05-14,NA,NA,NA
"BFISH_2019_F","SE1906","20190917_210227",11256,7.6056,"PERC","Perciformes","Fish",NA,"non-target","00000253",2020-05-14,NA,NA,NA
"BFISH_2019_F","SE1906","20190917_210600",3371,0.2403,"LUSP","Lutjanid","Snapper sp.",NA,"possible paka","00000254",2020-05-14,NA,NA,NA
"BFISH_2019_F","SE1906","20190917_210600",4336,1.5806,"PERC","Perciformes","Fish",NA,"non-target","00000255",2020-05-14,NA,NA,NA
"BFISH_2019_F","SE1906","20190917_210600",7871,6.4903,"PERC","Perciformes","Fish",NA,"non-target","00000256",2020-05-14,NA,NA,NA
"BFISH_2019_F","SE1906","20190917_211639",10657,10.8194,"PERC","Perciformes","Fish",NA,"non-target","00000257",2020-05-14,NA,NA,NA
"BFISH_2019_F","SE1906","20190917_211639",10714,10.8986,"PERC","Perciformes","Fish",NA,"non-target","00000258",2020-05-14,NA,NA,NA
"BFISH_2019_F","SE1906","20190917_211812",4738,0,"NONE","No Fish in Drop","NONE",NA,NA,"00000259",2020-05-14,NA,NA,NA
"BFISH_2019_F","SE1906","20190917_211957",6169,4.1264,"PERC","Perciformes","Fish",NA,"non-target","00000260",2020-05-14,NA,NA,NA
"BFISH_2019_F","SE1906","20190917_213416",5885,0,"NONE","No Fish in Drop","NONE",NA,NA,"00000261",2020-05-14,NA,NA,NA
"BFISH_2019_F","SE1906","20190917_221246",10998,7.9667,"DASY","Dasyatis sp.","Stingray sp.",NA,"non-target","00000262",2020-05-14,NA,NA,NA
"BFISH_2019_F","SE1906","20190917_221246",12598,10.1889,"SERI","Seriola rivoliana","Almaco jack",NA,"non-target","00000263",2020-05-14,NA,NA,NA
"BFISH_2019_F","SE1906","20190917_222458",2860,0.1097,"CASP","Carcharhinus sp.","Jack sp.",NA,"non-target","00000264",2020-05-14,NA,NA,NA
"BFISH_2019_F","SE1906","20190917_222458",4337,2.1611,"CAPL","Carcharhinus plumbeus","Sandbar shark",NA,"non-target","00000265",2020-05-14,NA,NA,NA
"BFISH_2019_F","SE1906","20190917_222458",7409,6.4278,"LUSP","Lutjanid","Snapper sp.",NA,"possible uku","00000266",2020-05-14,NA,NA,NA
"BFISH_2019_F","SE1906","20190917_222458",9187,8.8972,"CAOR","Carangoides orthogrammus","Yellow spot topiu",NA,"non-target","00000267",2020-05-14,NA,NA,NA
"BFISH_2019_F","SE1906","20190917_231224",3087,0,"SUFR","Sufflamen fraenatum","Bridled Triggerfish",NA,"non-target","00000268",2020-05-14,NA,NA,NA
"BFISH_2019_F","SE1906","20190917_231224",3415,0.4556,"APVI","Aprion virescens","UKU",NA,"non-target","00000269",2020-05-14,NA,NA,NA
"BFISH_2019_F","SE1906","20190917_232232",9010,6.3208,"JACK","Carangid","Jack sp.",NA,"non-target","00000270",2020-05-14,NA,NA,NA
"BFISH_2019_F","SE1906","20190918_201212",4745,0,"NONE","No Fish in Drop","NONE",NA,NA,"00000271",2020-05-14,NA,NA,NA
"BFISH_2019_F","SE1906","20190918_202500",5640,0,"NONE","No Fish in Drop","NONE",NA,NA,"00000272",2020-05-14,NA,NA,NA
"BFISH_2019_F","SE1906","20190918_220506",6842,0.7764,"PERC","Perciformes","Fish",NA,"non-target","00000273",2020-05-14,NA,NA,NA
"BFISH_2019_F","SE1906","20190918_220506",9375,4.2944,"MORA","Muraenid sp.","Moray sp.",NA,"non-target","00000274",2020-05-14,NA,NA,NA
"BFISH_2019_F","SE1906","20190918_220506",16647,14.3944,"PERC","Perciformes","Fish",NA,"non-target","00000275",2020-05-14,NA,NA,NA
"BFISH_2019_F","SE1906","20190918_222211",5337,0.9042,"SUFR","Sufflamen fraenatum","Bridled Triggerfish",NA,"non-target","00000276",2020-05-14,NA,NA,NA
"BFISH_2019_F","SE1906","20190918_222211",5494,1.1222,"PERC","Perciformes","Fish",NA,"non-target","00000277",2020-05-14,NA,NA,NA
"BFISH_2019_F","SE1906","20190918_222211",14491,13.6181,"BOAL","Bodianus albotaeniatus","Table boss",NA,"non-target","00000278",2020-05-14,NA,NA,NA
"BFISH_2019_F","SE1906","20190918_232053",13821,10.6125,"PERC","Perciformes","Fish",NA,"non-target","00000279",2020-05-14,NA,NA,NA
"BFISH_2019_F","SE1906","20190918_232053",16636,14.5222,"CAGA","Carcharhinus galapagensis","Galapagos shark",NA,"non-target","00000280",2020-05-14,NA,NA,NA
"BFISH_2019_F","SE1906","20190918_233728",13115,8.3861,"PERC","Perciformes","Fish",NA,"non-target","00000281",2020-05-14,NA,NA,NA
"BFISH_2019_F","SE1906","20190919_010558",10027,3.9472,"PRFI","Pristipomoides filamentosus","Opakapaka",34,"MaxN","00000282",2020-05-14,NA,NA,NA
"BFISH_2019_F","SE1906","20190919_010558",13107,8.225,"SERI","Seriola rivoliana","Almaco jack",NA,"non-target","00000283",2020-05-14,NA,NA,NA
"BFISH_2019_F","SE1906","20190919_010558",13577,8.8778,"NASP","Naso sp.","unicornfish sp.",NA,"non-target","00000284",2020-05-14,NA,NA,NA
"BFISH_2019_F","SE1906","20190919_010558",15001,10.8556,"APVI","Aprion virescens","UKU",NA,"non-target","00000285",2020-05-14,NA,NA,NA
"BFISH_2019_F","SE1906","20190919_180910",5664,0,"NONE","No Fish in Drop","NONE",NA,NA,"00000286",2020-05-14,NA,NA,NA
"BFISH_2019_F","SE1906","20190919_182435",4192,0,"NONE","No Fish in Drop","NONE",NA,NA,"00000287",2020-05-14,NA,NA,NA
"BFISH_2019_F","SE1906","20190919_183142",2660,0,"PERC","Perciformes","Fish",NA,"non-target","00000288",2020-05-14,NA,NA,NA
"BFISH_2019_F","SE1906","20190919_183142",3160,0.6944,"LUKA","Lutjanus kasmira","Bluestripe snapper",NA,"non-target","00000289",2020-05-14,NA,NA,NA
"BFISH_2019_F","SE1906","20190919_183142",6216,4.9389,"PRFI","Pristipomoides filamentosus","Opakapaka",9,"MaxN","00000290",2020-05-14,NA,NA,NA
"BFISH_2019_F","SE1906","20190919_183621",7924,6.9361,"CAAM","Carcharhinus amblyrhynchos","Blacktail reef shark",NA,"non-target","00000291",2020-05-14,NA,NA,NA
"BFISH_2019_F","SE1906","20190919_184208",3124,0.7208,"LUKA","Lutjanus kasmira","Bluestripe snapper",NA,"non-target","00000292",2020-05-14,NA,NA,NA
"BFISH_2019_F","SE1906","20190919_184429",5829,1.0514,"PERC","Perciformes","Fish",NA,"non-target","00000293",2020-05-14,NA,NA,NA
"BFISH_2019_F","SE1906","20190919_184429",12034,9.6694,"XACA","Xanthichthys caeruleolineatus","Bluelined triggerfish",NA,"non-target","00000294",2020-05-14,NA,NA,NA
"BFISH_2019_F","SE1906","20190919_184429",12989,10.9958,"LUSP","Lutjanid","Snapper sp.",NA,"non-target","00000295",2020-05-14,NA,NA,NA
"BFISH_2019_F","SE1906","20190919_191833",2883,0,"NONE","No Fish in Drop","NONE",NA,NA,"00000296",2020-05-14,NA,NA,NA
"BFISH_2019_F","SE1906","20190919_192747",2674,0.3486,"BUTT","Chaetodontid","Butterflyfish sp.",NA,"non-target","00000297",2020-05-14,NA,NA,NA
"BFISH_2019_F","SE1906","20190919_192747",3501,1.4972,"PERC","Perciformes","Fish",NA,"non-target","00000298",2020-05-14,NA,NA,NA
"BFISH_2019_F","SE1906","20190919_192747",4384,2.7236,"WRAS","Labrid sp.","Wrasse sp.",NA,"non-target","00000299",2020-05-14,NA,NA,NA
"BFISH_2019_F","SE1906","20190919_192747",12523,14.0278,"PAMU","Parupeneus multifasciatus","Manybar goatfish",NA,"non-target","00000300",2020-05-14,NA,NA,NA
"BFISH_2019_F","SE1906","20190927_204340",13135,13.1333,"DEMA","Decapterus macarellus","Mackerel scad",NA,"non-target","00000657",2020-05-14,NA,NA,NA
"BFISH_2019_F","SE1906","20190927_214213",15076,15,"NONE","No Fish in Drop","NONE",NA,NA,"00000658",2020-05-14,NA,NA,NA
"BFISH_2019_F","SE1906","20190927_215109",10392,8.3875,"ETCA","Etelis carbunculus","Ehu",1,"MaxN","00000659",2020-05-14,NA,NA,NA
"BFISH_2019_F","SE1906","20190927_215515",10604,6.4611,"SHAR","Shark","Reef Shark",NA,"non-target","00000660",2020-05-14,NA,NA,NA
"BFISH_2019_F","SE1906","20190927_220047",14744,15,"NONE","No Fish in Drop","NONE",NA,NA,"00000661",2020-05-14,NA,NA,NA
"BFISH_2019_F","SE1906","20190928_181324",14531,15,"NONE","No Fish in Drop","NONE",NA,NA,"00000662",2020-05-14,NA,NA,NA
"BFISH_2019_F","SE1906","20190928_181815",16724,15,"NONE","No Fish in Drop","NONE",NA,NA,"00000663",2020-05-14,NA,NA,NA
"BFISH_2019_F","SE1906","20190928_181859",15385,15,"NONE","No Fish in Drop","NONE",NA,NA,"00000664",2020-05-14,NA,NA,NA
"BFISH_2019_F","SE1906","20190928_182640",14669,15,"NONE","No Fish in Drop","NONE",NA,NA,"00000665",2020-05-14,NA,NA,NA
"BFISH_2019_F","SE1906","20190928_182926",14963,15,"NONE","No Fish in Drop","NONE",NA,NA,"00000666",2020-05-14,NA,NA,NA
"BFISH_2019_F","SE1906","20190928_183025",9708,4.75,"FISH","Teleost","Bony fish sp.",NA,"non-target","00000667",2020-05-14,NA,NA,NA
"BFISH_2019_F","SE1906","20190928_192013",8425,5.1708,"DASY","Dasyatis sp.","Stingray sp.",NA,"non-target","00000668",2020-05-14,NA,NA,NA
"BFISH_2019_F","SE1906","20190928_193131",4142,0.7125,"DASY","Dasyatis sp.","Stingray sp.",NA,"non-target","00000669",2020-05-14,NA,NA,NA
"BFISH_2019_F","SE1906","20190928_193131",14429,15,"NONE","No Fish in Drop","NONE",NA,NA,"00000670",2020-05-14,NA,NA,NA
"BFISH_2019_F","SE1906","20190928_194452",18564,15,"NONE","No Fish in Drop","NONE",NA,NA,"00000671",2020-05-14,NA,NA,NA
"BFISH_2019_F","SE1906","20190928_195655",19220,15,"NONE","No Fish in Drop","NONE",NA,NA,"00000672",2020-05-14,NA,NA,NA
"BFISH_2019_F","SE1906","20190928_200556",15508,15,"NONE","No Fish in Drop","NONE",NA,NA,"00000673",2020-05-14,NA,NA,NA
"BFISH_2019_F","SE1906","20190928_203944",16778,15,"NONE","No Fish in Drop","NONE",NA,NA,"00000674",2020-05-14,NA,NA,NA
"BFISH_2019_F","SE1906","20190928_205113",14445,15,"NONE","No Fish in Drop","NONE",NA,NA,"00000675",2020-05-14,NA,NA,NA
"BFISH_2019_F","SE1906","20190928_205725",15914,15,"NONE","No Fish in Drop","NONE",NA,NA,"00000676",2020-05-14,NA,NA,NA
"BFISH_2019_F","SE1906","20190928_220029",15198,15,"NONE","No Fish in Drop","NONE",NA,NA,"00000677",2020-05-14,NA,NA,NA
"BFISH_2019_F","SE1906","20190928_220310",14436,10.9986,"CASP","Carcharhinus sp.","Jack sp.",NA,"non-target","00000678",2020-05-14,NA,NA,NA
"BFISH_2019_F","SE1906","20190928_221629",15361,15,"NONE","No Fish in Drop","NONE",NA,NA,"00000679",2020-05-14,NA,NA,NA
"BFISH_2019_F","SE1906","20190928_221647",15469,15,"NONE","No Fish in Drop","NONE",NA,NA,"00000680",2020-05-14,NA,NA,NA
"BFISH_2019_F","SE1906","20190928_231728",14634,13.7764,"CASP","Carcharhinus sp.","Jack sp.",NA,"non-target","00000681",2020-05-14,NA,NA,NA
"BFISH_2019_F","SE1906","20190928_233257",14939,15,"NONE","No Fish in Drop","NONE",NA,NA,"00000682",2020-05-14,NA,NA,NA
"BFISH_2019_F","SE1906","20191121_191544",3494,0.8708,"SERI","Seriola rivoliana","Almaco jack",NA,"non-target","00000683",2020-05-14,NA,NA,NA
"BFISH_2019_F","SE1906","20191121_192532",12546,15,"NONE","No Fish in Drop","NONE",NA,NA,"00000684",2020-05-14,NA,NA,NA
"BFISH_2019_F","SE1906","20191121_200205",2191,0.5181,"FISH","Teleost","Bony fish sp.",NA,"non-target","00000685",2020-05-14,NA,NA,NA
"BFISH_2019_F","SE1906","20191121_200205",2741,1.2819,"SESP","Seriola sp.","Amberjack sp.",NA,"non-target","00000686",2020-05-14,NA,NA,NA
"BFISH_2019_F","SE1906","20191121_200205",5003,4.4236,"ACXA","Acanthurus xanthopterus","Yellowfin surgeonfish",NA,"non-target","00000687",2020-05-14,NA,NA,NA
"BFISH_2019_F","SE1906","20191121_200205",7524,7.925,"COBA","Coris ballieui","Lined coris",NA,"non-target","00000688",2020-05-14,NA,NA,NA
"BFISH_2019_F","SE1906","20191121_200853",3074,1.6347,"FISH","Teleost sp.","Bony fish sp.",NA,"non-target","00000689",2020-05-14,NA,NA,NA
"BFISH_2019_F","SE1906","20191121_200853",6343,6.175,"ACXA","Acanthurus xanthopterus","Yellowfin surgeonfish",NA,"non-target","00000690",2020-05-14,NA,NA,NA
"BFISH_2019_F","SE1906","20191121_204617",8152,5.7,"APRU","Aphareus rutilans","Lehi",1,"MaxN","00000691",2020-05-14,NA,NA,NA
"BFISH_2019_F","SE1906","20191121_204617",10848,9.4444,"PRSI","Pristipomoides sieboldii","Kalekale",12,"MaxN","00000692",2020-05-14,NA,NA,NA
"BFISH_2019_F","SE1906","20191121_204617",13386,12.9694,"PRZO","Pristipomoides zonatus","Gindai",2,"MaxN","00000693",2020-05-14,NA,NA,NA
"BFISH_2019_F","SE1906","20191121_205531",2208,0,"FISH","Teleost","Bony fish sp.",NA,"non-target","00000694",2020-05-14,NA,NA,NA
"BFISH_2019_F","SE1906","20191121_205531",6817,6.4014,"GYSP","Gymnothorax sp.","Moray sp.",NA,"non-target","00000695",2020-05-14,NA,NA,NA
"BFISH_2019_F","SE1906","20191121_205531",8211,8.3375,"APRU","Aphareus rutilans","Lehi",2,"MaxN","00000696",2020-05-14,NA,NA,NA
"BFISH_2019_F","SE1906","20191121_205531",8627,8.9153,"SERI","Seriola rivoliana","Almaco jack",NA,"non-target","00000697",2020-05-14,NA,NA,NA
"BFISH_2019_F","SE1906","20191121_214119",5709,2.525,"SERI","Seriola rivoliana","Almaco jack",NA,"non-target","00000698",2020-05-14,NA,NA,NA
"BFISH_2019_F","SE1906","20191121_214119",11757,10.925,"DASY","Dasyatis sp.","Stingray sp.",NA,"non-target","00000699",2020-05-14,NA,NA,NA
"BFISH_2019_F","SE1906","20191121_215049",12324,15,"NONE","No Fish in Drop","NONE",NA,NA,"00000700",2020-05-14,NA,NA,NA
"BFISH_2019_F","SE1906","20191121_223426",2283,0.9792,"SERI","Seriola rivoliana","Almaco jack",NA,"non-target","00000701",2020-05-14,NA,NA,NA
"BFISH_2019_F","SE1906","20191121_224035",11537,13.8583,"CAOR","Carangoides orthogrammus","Yellow spot topiu",NA,"non-target","00000702",2020-05-14,NA,NA,NA
"BFISH_2019_F","SE1906","20191121_231252",2996,0.5458,"SUFR","Sufflamen fraenatum","Bridled Triggerfish",NA,"non-target","00000703",2020-05-14,NA,NA,NA
"BFISH_2019_F","SE1906","20191121_231252",8917,8.7694,"DASY","Dasyatis sp.","Stingray sp.",NA,"non-target","00000704",2020-05-14,NA,NA,NA
"BFISH_2019_F","SE1906","20191121_231252",13291,14.8444,"XACA","Xanthichthys caeruleolineatus","Bluelined triggerfish",NA,"non-target","00000705",2020-05-14,NA,NA,NA
"BFISH_2019_F","SE1906","20191121_232012",1977,0.5611,"DASY","Dasyatis sp.","Stingray sp.",NA,"non-target","00000706",2020-05-14,NA,NA,NA
"BFISH_2019_F","SE1906","20191121_235500",15328,15,"NONE","No Fish in Drop","NONE",NA,NA,"00000707",2020-05-14,NA,NA,NA
"BFISH_2019_F","SE1906","20191122_000650",6211,4.4528,"FISH","Teleost","Bony fish sp.",NA,"non-target","00000708",2020-05-14,NA,NA,NA
"BFISH_2019_F","SE1906","20191122_005017",2786,0.3111,"SEDU","Seriola dumerili","KAHALA",NA,"non-target","00000709",2020-05-14,NA,NA,NA
"BFISH_2019_F","SE1906","20191122_005017",4569,2.7875,"DEMA","Decapterus macarellus","Mackerel scad",NA,"non-target","00000710",2020-05-14,NA,NA,NA
"BFISH_2019_F","SE1906","20191122_010241",8930,9.0444,"SERI","Seriola rivoliana","Almaco jack",NA,"non-target","00000711",2020-05-14,NA,NA,NA
"BFISH_2019_F","SE1906","20191122_013515",4100,2.425,"FISH","Teleost","Bony fish sp.",NA,"non-target","00000712",2020-05-14,NA,NA,NA
"BFISH_2019_F","SE1906","20191122_013515",11620,12.8694,"LUSP","Lutjanid","Snapper sp.",NA,"non-target (uku or lehi)","00000713",2020-05-14,NA,NA,NA
