"YEAR","BFISH","PSU","STRATA_2020","SAMPLE_DEPTH_M","SPECIES_CD","abund","uabund"
2021,"BFISH_2021_F",18778,"S10",146.7612,"PRFI",0,0
2019,"BFISH_2019_F",6186,"S16",202.785,"PRFI",0,0
2020,"BFISH_2020_F",38941,"S14",198.882,"PRFI",0,0
2020,"BFISH_2020_F",38796,"S05",118.62,"PRFI",0,0
2019,"BFISH_2019_F",13841,"S13",174.1575,"PRFI",0,0
2019,"BFISH_2019_F",2581,"S01",103.0986,"PRFI",0,0
2021,"BFISH_2021_F",36953,"S11",129.8448,"PRFI",0,0
2021,"BFISH_2021_F",26995,"S22",223.5708,"PRFI",0,0
2021,"BFISH_2021_F",34283,"S01",92.8116,"PRFI",0,0
2021,"BFISH_2021_F",39043,"S01",108.9,"PRFI",0,0
2021,"BFISH_2021_F",15620,"S01",85.9536,"PRFI",0,0
2021,"BFISH_2021_F",15712,"S10",140.85,"PRFI",0,0
2020,"BFISH_2020_F",8240,"S20",222.1992,"PRFI",0,0
2019,"BFISH_2019_F",31962,"S14",180.16,"PRFI",0,0
2021,"BFISH_2021_F",37352,"S15",180.57114,"PRFI",0,0
2021,"BFISH_2021_F",24483,"S06",147.6756,"PRFI",2.89100896212778,0
2020,"BFISH_2020_F",8358,"S15",200.2536,"PRFI",0,0
2019,"BFISH_2019_F",31971,"S04",102.22,"PRFI",0,0
2021,"BFISH_2021_F",39393,"S15",178.5366,"PRFI",14.4550448106389,0
2020,"BFISH_2020_F",22334,"S12",168.2496,"PRFI",0,0
2021,"BFISH_2021_F",16420,"S12",122.0724,"PRFI",0,0
2019,"BFISH_2019_F",6875,"S14",188.97,"PRFI",0,0
2021,"BFISH_2021_F",9824,"S16",195.9864,"PRFI",0,0
2021,"BFISH_2021_F",9126,"S10",145.3896,"PRFI",2.89100896212778,0
2019,"BFISH_2019_F",39165,"S14",175.65624,"PRFI",0,0
2019,"BFISH_2019_F",1625,"S22",238.9632,"PRFI",0,0
2020,"BFISH_2020_F",43990,"S05",138.3792,"PRFI",5.78201792425556,0
2021,"BFISH_2021_F",40929,"S01",106.68,"PRFI",0,0
2021,"BFISH_2021_F",14207,"S14",197.5104,"PRFI",0,0
2021,"BFISH_2021_F",41313,"S01",86.2584,"PRFI",0,0
2019,"BFISH_2019_F",23797,"S20",223.845,"PRFI",0,0
2021,"BFISH_2021_F",1719,"S12",150.876,"PRFI",5.78201792425556,0
2021,"BFISH_2021_F",41617,"S15",199.9488,"PRFI",0,0
2021,"BFISH_2021_F",18163,"S20",259.6896,"PRFI",0,0
2019,"BFISH_2019_F",24979,"S13",174.5925,"PRFI",0,0
2020,"BFISH_2020_F",2165,"S16",188.3664,"PRFI",2.89100896212778,0
2021,"BFISH_2021_F",14909,"S17",249.6312,"PRFI",0,0
2021,"BFISH_2021_F",8307,"S20",240.9444,"PRFI",0,0
2021,"BFISH_2021_F",34793,"S06",127.5588,"PRFI",0,0
2021,"BFISH_2021_F",15220,"S14",186.5376,"PRFI",0,0
2019,"BFISH_2019_F",14359,"S12",139.446,"PRFI",5.78201792425556,0
2021,"BFISH_2021_F",7041,"S07",121.6,"PRFI",0,0
2021,"BFISH_2021_F",8747,"S07",142.35,"PRFI",0,0
2021,"BFISH_2021_F",4793,"S15",205.4,"PRFI",0,0
2019,"BFISH_2019_F",11564,"S15",204.1398,"PRFI",2.89100896212778,0
2019,"BFISH_2019_F",43509,"S22",242.9256,"PRFI",0,0
2020,"BFISH_2020_F",37359,"S12",168.2496,"PRFI",0,0
2019,"BFISH_2019_F",14429,"S11",148.96,"PRFI",0,0
2020,"BFISH_2020_F",24195,"S06",119.4816,"PRFI",0,0
2019,"BFISH_2019_F",18547,"S07",127.4064,"PRFI",2.89100896212778,0
2019,"BFISH_2019_F",43517,"S10",169.6212,"PRFI",0,0
2020,"BFISH_2020_F",33591,"S05",144.9324,"PRFI",0,0
2019,"BFISH_2019_F",25519,"S16",217.22,"PRFI",0,0
2020,"BFISH_2020_F",24927,"S22",254.2032,"PRFI",0,0
2021,"BFISH_2021_F",2182,"S12",159.1056,"PRFI",0,0
2019,"BFISH_2019_F",32423,"S08",154.97,"PRFI",4.5,0
2019,"BFISH_2019_F",3805,"S11",130.7592,"PRFI",0,0
2020,"BFISH_2020_F",25213,"S22",245.0592,"PRFI",0,0
2020,"BFISH_2020_F",34282,"S16",184.595,"PRFI",0,0
2021,"BFISH_2021_F",20605,"S15",176.4792,"PRFI",0,0
2021,"BFISH_2021_F",134,"S12",147.828,"PRFI",14.4550448106389,0
2021,"BFISH_2021_F",2198,"S12",165.8112,"PRFI",0,0
2021,"BFISH_2021_F",13582,"S12",167.7924,"PRFI",0,0
2020,"BFISH_2020_F",7871,"S10",123.444,"PRFI",0,0
2020,"BFISH_2020_F",43463,"S22",228.1428,"PRFI",0,0
2020,"BFISH_2020_F",15339,"S10",149.0472,"PRFI",0,0
2019,"BFISH_2019_F",32592,"S05",132.4075,"PRFI",6,0
2021,"BFISH_2021_F",1223,"S02",94.1832,"PRFI",0,0
2020,"BFISH_2020_F",42799,"S01",105.156,"PRFI",0,0
2020,"BFISH_2020_F",15398,"S10",156.8196,"PRFI",0,0
2020,"BFISH_2020_F",26089,"S22",228.1428,"PRFI",0,0
2020,"BFISH_2020_F",15467,"S10",136.7028,"PRFI",0,0
2020,"BFISH_2020_F",44486,"S13",189.0522,"PRFI",0,0
2019,"BFISH_2019_F",81,"S15",181.9656,"PRFI",0,0
2020,"BFISH_2020_F",3175,"S21",255.5748,"PRFI",0,0
2020,"BFISH_2020_F",45364,"S13",204.8256,"PRFI",0,0
2020,"BFISH_2020_F",5379,"S06",115.2144,"PRFI",0,0
2021,"BFISH_2021_F",3668,"S08",127.5588,"PRFI",5.78201792425556,0
2021,"BFISH_2021_F",17097,"S02",88.6968,"PRFI",0,0
2020,"BFISH_2020_F",41488,"S16",179.5272,"PRFI",0,0
2019,"BFISH_2019_F",32748,"S20",230.2225,"PRFI",0,0
2020,"BFISH_2020_F",33672,"S21",259.9944,"PRFI",0,0
2019,"BFISH_2019_F",14897,"S19",229.22,"PRFI",0,0
2021,"BFISH_2021_F",27007,"S14",200.2536,"PRFI",0,0
2020,"BFISH_2020_F",26697,"S22",222.8088,"PRFI",0,0
2020,"BFISH_2020_F",16674,"S10",118.872,"PRFI",0,0
2020,"BFISH_2020_F",16222,"S03",96.4692,"PRFI",0,0
2021,"BFISH_2021_F",19412,"S02",108.8136,"PRFI",0,0
2020,"BFISH_2020_F",43017,"S16",180.7464,"PRFI",0,0
2021,"BFISH_2021_F",19350,"S07",114.7572,"PRFI",0,0
2019,"BFISH_2019_F",20929,"S05",144.66,"PRFI",2,0
2020,"BFISH_2020_F",2673,"S03",100.1268,"PRFI",0,0
2019,"BFISH_2019_F",44171,"S12",155.5975,"PRFI",0,0
2020,"BFISH_2020_F",8651,"S10",118.5672,"PRFI",0,0
2021,"BFISH_2021_F",23436,"S10",129.8448,"PRFI",0,0
2020,"BFISH_2020_F",27401,"S22",221.2848,"PRFI",0,0
2021,"BFISH_2021_F",31144,"S14",219.9132,"PRFI",0,0
2021,"BFISH_2021_F",24337,"S16",185.2,"PRFI",0,0
2020,"BFISH_2020_F",12371,"S14",174.1932,"PRFI",2.89100896212778,0
2019,"BFISH_2019_F",8712,"S02",97.4075,"PRFI",0,0
2019,"BFISH_2019_F",8980,"S20",229.1925,"PRFI",0,0
2021,"BFISH_2021_F",4290,"S08",113.75136,"PRFI",0,0
2019,"BFISH_2019_F",15043,"S20",246.888,"PRFI",0,0
2021,"BFISH_2021_F",38086,"S14",198.882,"PRFI",0,0
2020,"BFISH_2020_F",36918,"S03",81.7825,"PRFI",0,0
2019,"BFISH_2019_F",33024,"S07",142.1892,"PRFI",0,0
2021,"BFISH_2021_F",27322,"S10",160.9344,"PRFI",0,0
2021,"BFISH_2021_F",26697,"S16",214.6554,"PRFI",0,0
2019,"BFISH_2019_F",15089,"S14",204.16,"PRFI",0,0
2021,"BFISH_2021_F",24412,"S05",156.3,"PRFI",0,0
2020,"BFISH_2020_F",16622,"S04",106.0704,"PRFI",0,0
2019,"BFISH_2019_F",9418,"S07",127.63,"PRFI",0,0
2020,"BFISH_2020_F",8871,"S10",153.0096,"PRFI",0,0
2021,"BFISH_2021_F",2775,"S07",119.7864,"PRFI",0,0
2021,"BFISH_2021_F",43231,"S12",158.1912,"PRFI",0,0
2019,"BFISH_2019_F",33107,"S12",156.8775,"PRFI",0,0
2021,"BFISH_2021_F",14292,"S19",228.6,"PRFI",0,0
2020,"BFISH_2020_F",23869,"S14",202.0824,"PRFI",0,0
2020,"BFISH_2020_F",9827,"S16",184.7088,"PRFI",5.78201792425556,0
2019,"BFISH_2019_F",1050,"S21",228.3714,"PRFI",0,0
2021,"BFISH_2021_F",26115,"S05",110.6424,"PRFI",0,0
2021,"BFISH_2021_F",26214,"S05",158.1912,"PRFI",0,0
2021,"BFISH_2021_F",4503,"S12",139.25,"PRFI",0.5,0
2021,"BFISH_2021_F",37626,"S09",147.30984,"PRFI",2.89100896212778,0
2019,"BFISH_2019_F",33120,"S01",85.565,"PRFI",0,0
2021,"BFISH_2021_F",11505,"S01",106.0704,"PRFI",0,0
2021,"BFISH_2021_F",306,"S16",179.9082,"PRFI",8.67302688638334,0
2021,"BFISH_2021_F",4876,"S12",110.05,"PRFI",0,0
2020,"BFISH_2020_F",15174,"S17",242.316,"PRFI",0,0
2019,"BFISH_2019_F",4728,"S01",106.9075,"PRFI",0,0
2021,"BFISH_2021_F",14897,"S19",230.886,"PRFI",0,0
2019,"BFISH_2019_F",43849,"S11",116.22,"PRFI",0,0
2020,"BFISH_2020_F",10930,"S22",228.6,"PRFI",0,0
2019,"BFISH_2019_F",4752,"S20",256.032,"PRFI",0,0
2020,"BFISH_2020_F",44366,"S13",186.2328,"PRFI",0,0
2019,"BFISH_2019_F",33257,"S13",174.44,"PRFI",0,0
2019,"BFISH_2019_F",23412,"S09",118.872,"PRFI",11.5640358485111,0
2021,"BFISH_2021_F",35992,"S02",106.9848,"PRFI",0,0
2019,"BFISH_2019_F",41156,"S21",231.3432,"PRFI",0,0
2019,"BFISH_2019_F",12617,"S10",135.1026,"PRFI",2.89100896212778,0
2019,"BFISH_2019_F",23536,"S17",252.603,"PRFI",0,0
2021,"BFISH_2021_F",40077,"S22",242.7732,"PRFI",0,0
2021,"BFISH_2021_F",15308,"S22",231.3432,"PRFI",0,0
2020,"BFISH_2020_F",40966,"S14",214.2744,"PRFI",0,0
2021,"BFISH_2021_F",38271,"S16",178.234848,"PRFI",0,0
2019,"BFISH_2019_F",5263,"S01",97.6122,"PRFI",0,0
2021,"BFISH_2021_F",17927,"S01",104.2416,"PRFI",0,0
2020,"BFISH_2020_F",44495,"S17",226.7712,"PRFI",0,0
2020,"BFISH_2020_F",23446,"S10",156.3624,"PRFI",0,0
2021,"BFISH_2021_F",4006,"S11",121.2,"PRFI",0.5,0
2019,"BFISH_2019_F",15975,"S11",159.035,"PRFI",0,0
2019,"BFISH_2019_F",41841,"S16",190.37808,"PRFI",0,0
2021,"BFISH_2021_F",12021,"S10",154.5336,"PRFI",0,0
2020,"BFISH_2020_F",4507,"S08",111.5568,"PRFI",0,0
2019,"BFISH_2019_F",5402,"S20",231.0384,"PRFI",0,0
2021,"BFISH_2021_F",40871,"S16",193.8528,"PRFI",0,0
2020,"BFISH_2020_F",30673,"S05",123.7825,"PRFI",0,0
2021,"BFISH_2021_F",1232,"S10",112.9284,"PRFI",2.89100896212778,0
2019,"BFISH_2019_F",33639,"S15",175.69,"PRFI",0,0
2020,"BFISH_2020_F",3037,"S10",147.2184,"PRFI",2.89100896212778,0
2020,"BFISH_2020_F",8102,"S17",237.744,"PRFI",0,0
2021,"BFISH_2021_F",13142,"S10",162.7632,"PRFI",2.89100896212778,0
2021,"BFISH_2021_F",4176,"S02",104.6988,"PRFI",0,0
2019,"BFISH_2019_F",30250,"S05",116.7575,"PRFI",0,0
2020,"BFISH_2020_F",3226,"S10",123.9012,"PRFI",0,0
2021,"BFISH_2021_F",40529,"S22",220.0656,"PRFI",0,0
2021,"BFISH_2021_F",10979,"S22",244.1448,"PRFI",0,0
2020,"BFISH_2020_F",31388,"S05",136.7028,"PRFI",0,0
2019,"BFISH_2019_F",42085,"S05",115.345,"PRFI",0,0
2020,"BFISH_2020_F",2416,"S11",122.0724,"PRFI",0,0
2021,"BFISH_2021_F",43168,"S02",85.0392,"PRFI",0,0
2020,"BFISH_2020_F",23408,"S09",120.7008,"PRFI",0,0
2021,"BFISH_2021_F",11042,"S22",243.2304,"PRFI",0,0
2019,"BFISH_2019_F",16225,"S03",87.7825,"PRFI",0,0
2021,"BFISH_2021_F",27080,"S13",201.168,"PRFI",0,0
2020,"BFISH_2020_F",33180,"S10",160.02,"PRFI",0,0
2021,"BFISH_2021_F",28282,"S13",205.74,"PRFI",0,0
2020,"BFISH_2020_F",17006,"S01",89.154,"PRFI",0,0
2021,"BFISH_2021_F",38182,"S05",121.158,"PRFI",0,0
2019,"BFISH_2019_F",16228,"S03",92.9075,"PRFI",0,0
2021,"BFISH_2021_F",24921,"S22",257.31216,"PRFI",0,0
2021,"BFISH_2021_F",14930,"S10",139.9032,"PRFI",5.78201792425556,0
2021,"BFISH_2021_F",28264,"S16",216.7128,"PRFI",0,0
2020,"BFISH_2020_F",14293,"S22",236.3724,"PRFI",0,0
2021,"BFISH_2021_F",40857,"S13",216.1032,"PRFI",0,0
2020,"BFISH_2020_F",34573,"S01",99.12,"PRFI",0,0
2019,"BFISH_2019_F",16425,"S01",96.71,"PRFI",0,0
2021,"BFISH_2021_F",15059,"S10",165.0492,"PRFI",0,0
2019,"BFISH_2019_F",34026,"S17",245.0592,"PRFI",0,0
2021,"BFISH_2021_F",44705,"S16",200.9394,"PRFI",0,0
2020,"BFISH_2020_F",44013,"S11",153.8478,"PRFI",0,0
2020,"BFISH_2020_F",38103,"S01",80.745,"PRFI",0,0
2019,"BFISH_2019_F",2502,"S15",172.8216,"PRFI",0,0
2021,"BFISH_2021_F",39164,"S07",125.25,"PRFI",0,0
2019,"BFISH_2019_F",5733,"S04",101.3975,"PRFI",0,0
2021,"BFISH_2021_F",15350,"S10",134.874,"PRFI",0,0
2019,"BFISH_2019_F",38642,"S20",235.9152,"PRFI",0,0
2020,"BFISH_2020_F",4022,"S01",98.7552,"PRFI",0,0
2021,"BFISH_2021_F",42955,"S22",231.0384,"PRFI",0,0
2019,"BFISH_2019_F",45274,"S22",242.316,"PRFI",0,0
2019,"BFISH_2019_F",6208,"S13",203.9112,"PRFI",0,0
2021,"BFISH_2021_F",17829,"S03",109.728,"PRFI",0,0
2021,"BFISH_2021_F",13583,"S12",161.35,"PRFI",0,0
2019,"BFISH_2019_F",16817,"S11",110.7825,"PRFI",0,0
2021,"BFISH_2021_F",42053,"S07",168.5544,"PRFI",0,0
2019,"BFISH_2019_F",34796,"S18",259.6896,"PRFI",0,0
2020,"BFISH_2020_F",43691,"S15",198.12,"PRFI",0,0
2021,"BFISH_2021_F",1806,"S03",96.35,"PRFI",1.5,0
2021,"BFISH_2021_F",7099,"S20",226.7712,"PRFI",0,0
2020,"BFISH_2020_F",37489,"S10",119.095,"PRFI",0,0
2020,"BFISH_2020_F",39846,"S22",254.889,"PRFI",0,0
2019,"BFISH_2019_F",38892,"S14",217.71,"PRFI",0,0
2020,"BFISH_2020_F",34809,"S19",245.9736,"PRFI",0,0
2021,"BFISH_2021_F",43507,"S07",110.0328,"PRFI",0,0
2020,"BFISH_2020_F",39449,"S10",161.94,"PRFI",3,0
2021,"BFISH_2021_F",4086,"S01",108.8136,"PRFI",0,0
2021,"BFISH_2021_F",2890,"S03",100.584,"PRFI",11.5640358485111,0
2020,"BFISH_2020_F",12370,"S10",131.6736,"PRFI",0,0
2020,"BFISH_2020_F",12258,"S10",139.9032,"PRFI",0,0
2020,"BFISH_2020_F",40984,"S10",136.5504,"PRFI",0,0
2020,"BFISH_2020_F",8493,"S19",251.46,"PRFI",0,0
2019,"BFISH_2019_F",32155,"S21",232.535,"PRFI",0,0
2021,"BFISH_2021_F",14329,"S14",193.8528,"PRFI",0,0
2020,"BFISH_2020_F",11565,"S20",251.46,"PRFI",0,0
2021,"BFISH_2021_F",15864,"S10",158.6484,"PRFI",0,0
2019,"BFISH_2019_F",6976,"S10",128.4732,"PRFI",0,0
2021,"BFISH_2021_F",15181,"S14",213.9696,"PRFI",0,0
2020,"BFISH_2020_F",9841,"S20",250.0884,"PRFI",0,0
2021,"BFISH_2021_F",6245,"S22",249.936,"PRFI",0,0
2020,"BFISH_2020_F",17244,"S02",104.2416,"PRFI",0,0
2020,"BFISH_2020_F",132,"S10",117.0432,"PRFI",5.78201792425556,0
2021,"BFISH_2021_F",966,"S03",100.584,"PRFI",0,0
2021,"BFISH_2021_F",9583,"S10",144.9324,"PRFI",0,0
2020,"BFISH_2020_F",40834,"S22",237.4392,"PRFI",0,0
2021,"BFISH_2021_F",20672,"S20",233.172,"PRFI",0,0
2020,"BFISH_2020_F",23816,"S16",212.1408,"PRFI",0,0
2021,"BFISH_2021_F",16916,"S04",106.35,"PRFI",0,0
2019,"BFISH_2019_F",3512,"S21",220.095,"PRFI",0,0
2021,"BFISH_2021_F",9766,"S14",179.2224,"PRFI",2.89100896212778,0
2019,"BFISH_2019_F",25468,"S11",124.6625,"PRFI",0,0
2021,"BFISH_2021_F",22770,"S20",236.8296,"PRFI",0,0
2021,"BFISH_2021_F",17902,"S10",134.4168,"PRFI",0,0
2020,"BFISH_2020_F",3631,"S10",110.6424,"PRFI",0,0
2020,"BFISH_2020_F",15198,"S20",227.076,"PRFI",0,0
2021,"BFISH_2021_F",45376,"S01",106.5276,"PRFI",0,0
2021,"BFISH_2021_F",39392,"S17",226.314,"PRFI",0,0
2021,"BFISH_2021_F",39448,"S17",223.5708,"PRFI",0,0
2020,"BFISH_2020_F",7655,"S10",129.8448,"PRFI",0,0
2019,"BFISH_2019_F",8005,"S07",132.1308,"PRFI",0,0
2020,"BFISH_2020_F",7725,"S10",137.4648,"PRFI",0,0
2020,"BFISH_2020_F",36567,"S10",153.72,"PRFI",0,0
2021,"BFISH_2021_F",23417,"S08",111.5568,"PRFI",2.89100896212778,0
2019,"BFISH_2019_F",43875,"S10",111.2225,"PRFI",0,0
2019,"BFISH_2019_F",36149,"S10",113.065,"PRFI",0,0
2021,"BFISH_2021_F",2122,"S10",112.85,"PRFI",0,0
2019,"BFISH_2019_F",4004,"S20",248.2596,"PRFI",0,0
2021,"BFISH_2021_F",667,"S04",90.0684,"PRFI",0,0
2020,"BFISH_2020_F",14974,"S03",86.868,"PRFI",0,0
2020,"BFISH_2020_F",44621,"S22",252.6792,"PRFI",0,0
2021,"BFISH_2021_F",35425,"S12",118.99392,"PRFI",0,0
2021,"BFISH_2021_F",14695,"S11",164.592,"PRFI",0,0
2021,"BFISH_2021_F",25793,"S20",257.8608,"PRFI",0,0
2020,"BFISH_2020_F",24075,"S20",244.1448,"PRFI",0,0
2019,"BFISH_2019_F",14932,"S20",254.6604,"PRFI",0,0
2021,"BFISH_2021_F",23038,"S16",196.8246,"PRFI",0,0
2020,"BFISH_2020_F",11408,"S14",208.4832,"PRFI",0,0
2021,"BFISH_2021_F",7955,"S14",181.0512,"PRFI",0,0
2020,"BFISH_2020_F",35713,"S03",85.37,"PRFI",0,0
2020,"BFISH_2020_F",43569,"S16",190.1952,"PRFI",0,0
2020,"BFISH_2020_F",45250,"S14",174.1932,"PRFI",0,0
2019,"BFISH_2019_F",27118,"S01",104.035,"PRFI",0,0
2021,"BFISH_2021_F",30281,"S21",227.6856,"PRFI",0,0
2021,"BFISH_2021_F",21093,"S02",106.2,"PRFI",0,0
2019,"BFISH_2019_F",36432,"S10",163.0025,"PRFI",0,0
2020,"BFISH_2020_F",36431,"S03",105.2825,"PRFI",0,0
2020,"BFISH_2020_F",24820,"S20",233.6292,"PRFI",0,0
2020,"BFISH_2020_F",15724,"S14",173.4312,"PRFI",2.89100896212778,0
2019,"BFISH_2019_F",36603,"S15",187.31484,"PRFI",0,0
2021,"BFISH_2021_F",27320,"S10",161.3916,"PRFI",0,0
2019,"BFISH_2019_F",21605,"S13",213.655,"PRFI",0,0
2020,"BFISH_2020_F",19350,"S07",125.13564,"PRFI",0,0
2021,"BFISH_2021_F",22434,"S07",128.9304,"PRFI",0,0
2020,"BFISH_2020_F",541,"S16",212.1408,"PRFI",0,0
2021,"BFISH_2021_F",10008,"S19",256.032,"PRFI",0,0
2019,"BFISH_2019_F",36708,"S10",141.68628,"PRFI",5.78201792425556,0
2020,"BFISH_2020_F",8797,"S10",127.1016,"PRFI",0,0
2020,"BFISH_2020_F",628,"S20",233.4768,"PRFI",0,0
2021,"BFISH_2021_F",27401,"S16",212.1408,"PRFI",0,0
2019,"BFISH_2019_F",44548,"S20",226.7712,"PRFI",0,0
2021,"BFISH_2021_F",39921,"S12",135.3312,"PRFI",0,0
2021,"BFISH_2021_F",16782,"S14",206.1972,"PRFI",0,0
2020,"BFISH_2020_F",9880,"S18",247.3452,"PRFI",0,0
2019,"BFISH_2019_F",12463,"S07",163.6575,"PRFI",0,0
2019,"BFISH_2019_F",44657,"S20",227.9904,"PRFI",0,0
2019,"BFISH_2019_F",36752,"S16",196.8775,"PRFI",0,0
2021,"BFISH_2021_F",28872,"S10",124.75,"PRFI",0,0
2020,"BFISH_2020_F",34215,"S20",228.6,"PRFI",0,0
2021,"BFISH_2021_F",41449,"S14",183.3372,"PRFI",0,0
2019,"BFISH_2019_F",45002,"S10",112.5325,"PRFI",0,0
2019,"BFISH_2019_F",13490,"S14",177.69,"PRFI",0,0
2021,"BFISH_2021_F",41779,"S14",217.0176,"PRFI",0,0
2021,"BFISH_2021_F",44325,"S12",162.7632,"PRFI",0,0
2021,"BFISH_2021_F",36708,"S10",161.8488,"PRFI",2.89100896212778,0
2020,"BFISH_2020_F",43698,"S07",126.492,"PRFI",2.89100896212778,0
2019,"BFISH_2019_F",41008,"S13",217.932,"PRFI",0,0
2021,"BFISH_2021_F",32718,"S02",98.7552,"PRFI",0,0
2019,"BFISH_2019_F",23157,"S01",107.8992,"PRFI",0,0
2019,"BFISH_2019_F",33246,"S04",83.69,"PRFI",0,0
2021,"BFISH_2021_F",5247,"S12",118.45,"PRFI",0,0
2020,"BFISH_2020_F",5675,"S07",112.4712,"PRFI",0,0
2021,"BFISH_2021_F",33673,"S16",214.4268,"PRFI",0,0
2021,"BFISH_2021_F",43543,"S14",188.0616,"PRFI",0,0
2021,"BFISH_2021_F",37681,"S10",121.6152,"PRFI",0,0
2019,"BFISH_2019_F",15610,"S14",178.595,"PRFI",0,0
2019,"BFISH_2019_F",37325,"S12",144.9324,"PRFI",0,0
2019,"BFISH_2019_F",5031,"S04",88.8975,"PRFI",0,0
2020,"BFISH_2020_F",13242,"S05",114.7572,"PRFI",0,0
2021,"BFISH_2021_F",28256,"S19",239.5728,"PRFI",0,0
2019,"BFISH_2019_F",28798,"S13",216.22,"PRFI",0,0
2021,"BFISH_2021_F",30745,"S05",132.45,"PRFI",0,0
2019,"BFISH_2019_F",45307,"S02",107.47,"PRFI",0,0
2019,"BFISH_2019_F",5178,"S04",99.21,"PRFI",0,0
2021,"BFISH_2021_F",3453,"S16",197.5,"PRFI",0,0
2019,"BFISH_2019_F",5250,"S04",85.4725,"PRFI",0,0
2020,"BFISH_2020_F",22825,"S05",139.78128,"PRFI",0,0
2020,"BFISH_2020_F",10752,"S11",139.5984,"PRFI",0,0
2021,"BFISH_2021_F",39318,"S10",153.9,"PRFI",0,0
2020,"BFISH_2020_F",24503,"S05",155.9052,"PRFI",0,0
2019,"BFISH_2019_F",45362,"S14",204.9075,"PRFI",0,0
2021,"BFISH_2021_F",41191,"S10",143.256,"PRFI",0,0
2019,"BFISH_2019_F",23613,"S17",250.0884,"PRFI",0,0
2021,"BFISH_2021_F",40145,"S16",210.312,"PRFI",0,0
2021,"BFISH_2021_F",31084,"S05",128.85,"PRFI",0,0
2020,"BFISH_2020_F",27425,"S05",144.018,"PRFI",0,0
2020,"BFISH_2020_F",23705,"S10",153.6192,"PRFI",0,0
2021,"BFISH_2021_F",32270,"S05",115.85,"PRFI",0,0
2020,"BFISH_2020_F",2743,"S05",148.86432,"PRFI",0,0
2021,"BFISH_2021_F",35499,"S03",98.93808,"PRFI",0,0
2019,"BFISH_2019_F",16001,"S10",150.4725,"PRFI",0.500000000000001,0
2019,"BFISH_2019_F",23796,"S10",164.7225,"PRFI",0,0
2019,"BFISH_2019_F",30145,"S05",112.0075,"PRFI",0,0
2020,"BFISH_2020_F",16318,"S11",135.7884,"PRFI",0,0
2021,"BFISH_2021_F",34492,"S06",132.588,"PRFI",0,0
2019,"BFISH_2019_F",23799,"S17",239.5728,"PRFI",0,0
2021,"BFISH_2021_F",44591,"S15",216.7128,"PRFI",0,0
2019,"BFISH_2019_F",10011,"S18",255.1176,"PRFI",0,0
2020,"BFISH_2020_F",10399,"S09",131.6736,"PRFI",0,0
2021,"BFISH_2021_F",26109,"S01",102.4128,"PRFI",0,0
2021,"BFISH_2021_F",44587,"S16",212.3694,"PRFI",0,0
2020,"BFISH_2020_F",9544,"S05",161.8488,"PRFI",0,0
2019,"BFISH_2019_F",33670,"S04",89.565,"PRFI",1,0
2021,"BFISH_2021_F",11478,"S20",244.1448,"PRFI",0,0
2021,"BFISH_2021_F",44630,"S10",166.7256,"PRFI",0,0
2021,"BFISH_2021_F",4645,"S20",220.98,"PRFI",0,0
2019,"BFISH_2019_F",31063,"S13",189.2808,"PRFI",0,0
2020,"BFISH_2020_F",3025,"S22",256.9464,"PRFI",0,0
2019,"BFISH_2019_F",11669,"S20",252.6792,"PRFI",0,0
2021,"BFISH_2021_F",24640,"S22",253.8984,"PRFI",0,0
2020,"BFISH_2020_F",15907,"S15",171.6024,"PRFI",0,0
2021,"BFISH_2021_F",36962,"S07",138.85,"PRFI",0,0
2021,"BFISH_2021_F",5121,"S10",121.3,"PRFI",0,0
2020,"BFISH_2020_F",7153,"S20",251.46,"PRFI",0,0
2020,"BFISH_2020_F",33178,"S05",138.0744,"PRFI",0,0
2021,"BFISH_2021_F",6251,"S10",115.2144,"PRFI",0,0
2019,"BFISH_2019_F",34012,"S13",195.2525,"PRFI",0,0
2021,"BFISH_2021_F",21002,"S14",184.7088,"PRFI",0,0
2021,"BFISH_2021_F",41353,"S22",224.028,"PRFI",0,0
2021,"BFISH_2021_F",7303,"S10",153.162,"PRFI",11.5640358485111,0
2021,"BFISH_2021_F",4078,"S05",122.5,"PRFI",0,0
2019,"BFISH_2019_F",24328,"S01",102.9725,"PRFI",0,0
2021,"BFISH_2021_F",41986,"S13",172.5168,"PRFI",0,0
2021,"BFISH_2021_F",9459,"S02",99.6,"PRFI",0,0
2020,"BFISH_2020_F",34030,"S05",129.1725,"PRFI",0,0
2020,"BFISH_2020_F",36432,"S10",142.94,"PRFI",0,0
2019,"BFISH_2019_F",16613,"S04",106.2825,"PRFI",0,0
2021,"BFISH_2021_F",7454,"S10",126.8,"PRFI",1,0
2019,"BFISH_2019_F",11083,"S14",203.454,"PRFI",0,0
2019,"BFISH_2019_F",16710,"S02",107.845,"PRFI",0,0
2020,"BFISH_2020_F",44586,"S09",114.6048,"PRFI",0,0
2021,"BFISH_2021_F",27016,"S15",185.07456,"PRFI",0,0
2021,"BFISH_2021_F",8091,"S10",145,"PRFI",0,0
2021,"BFISH_2021_F",15612,"S10",138.0744,"PRFI",0,0
2020,"BFISH_2020_F",1387,"S12",169.3926,"PRFI",20.2370627348945,0
2019,"BFISH_2019_F",26215,"S13",177.8508,"PRFI",0,0
2020,"BFISH_2020_F",37342,"S10",144.345,"PRFI",0,0
