"YEAR","BFISH","PSU","STRATA_2020","SAMPLE_DEPTH_M","SPECIES_CD","abund","uabund"
2021,"BFISH_2021_F",26383,"S22",224.3328,"PRFI",0,0
2021,"BFISH_2021_F",16497,"S05",126.1872,"PRFI",0,0
2021,"BFISH_2021_F",339,"S16",191.1096,"PRFI",0,0
2020,"BFISH_2020_F",14763,"S22",235.458,"PRFI",0,0
2021,"BFISH_2021_F",43629,"S14",209.3976,"PRFI",0,0
2020,"BFISH_2020_F",26279,"S02",95.0325,"PRFI",0.5,0
2021,"BFISH_2021_F",1633,"S12",149.0472,"PRFI",0,0
2021,"BFISH_2021_F",15144,"S07",128.016,"PRFI",0,0
2020,"BFISH_2020_F",9307,"S10",118.2624,"PRFI",0,0
2021,"BFISH_2021_F",9645,"S10",148.35,"PRFI",0,0
2021,"BFISH_2021_F",45407,"S16",215.7984,"PRFI",0,0
2019,"BFISH_2019_F",8165,"S20",240.8475,"PRFI",0,0
2021,"BFISH_2021_F",14451,"S15",180.594,"PRFI",0,0
2021,"BFISH_2021_F",15029,"S22",232.8672,"PRFI",0,0
2021,"BFISH_2021_F",6902,"S20",254.2032,"PRFI",0,0
2021,"BFISH_2021_F",24335,"S08",124.8156,"PRFI",0,0
2020,"BFISH_2020_F",44080,"S06",136.7028,"PRFI",0,0
2021,"BFISH_2021_F",40685,"S01",85.6488,"PRFI",0,0
2020,"BFISH_2020_F",14335,"S07",125.2728,"PRFI",0,0
2019,"BFISH_2019_F",36079,"S22",224.9424,"PRFI",0,0
2019,"BFISH_2019_F",14702,"S20",226.815,"PRFI",0,0
2021,"BFISH_2021_F",42743,"S07",132.2832,"PRFI",0,0
